序号,名称,型号,规格,镀锌钢板/不锈钢板厚度（参照技规）,数量,单位,含税单价（13%）,价税合计,品牌,备注
77,70°防火阀,,1250×630,,7,个,546,3822,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
78,70°防火阀,,200×120,,2,个,189,378,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
79,70°防火阀,,250×120,,10,个,193,1930,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
80,70°防火阀,,320×200,,9,个,206,1854,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
81,70°防火阀,,400×160,,3,个,210,630,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
82,70°防火阀,,400×250,,17,个,217,3689,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
83,70°防火阀,,400×320,,8,个,222,1776,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
84,70°防火阀,,500×320,,10,个,234,2340,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
85,70°防火阀,,500×500,,11,个,281,3091,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
86,70°防火阀,,630×320,,32,个,260,8320,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
87,70°防火阀,,630×400,,23,个,285,6555,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
88,70°防火阀,,630×500,,14,个,315,4410,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
89,70°防火阀,,630×630,,1,个,356,356,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
90,70°防火阀,,800×320,,53,个,294,15582,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
91,70°防火阀,,800×400,,42,个,322,13524,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
92,70°防火阀,,800×500,,21,个,360,7560,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
93,70°防火阀,,800×630,,15,个,408,6120,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
94,70°防火阀,,900×400,,1,个,345,345,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
95,70°防火阀,,1000×400,,23,个,368,8464,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
96,70°防火阀,,1000×630,,9,个,468,4212,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
97,70°防火阀,,1000×800,,5,个,543,2715,新木,2025.1.20；（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
